No,KASUS PERLINDUNGAN ANAK,Tahun,kode_kabupaten_kota,total_kekerasan_anak,total_kdrt
101,Anak Gelandangan (Korban),2016,3279,0.004281324894607,
101,Anak Dari Keluarga Miskin (Korban),2016,3201,0.1257200568192549,
101,Anak Dari Keluarga Miskin (Korban),2016,3202,0.050751642400524,
101,Anak Dari Keluarga Miskin (Korban),2016,3203,0.0460080894873443,
101,Anak Dari Keluarga Miskin (Korban),2016,3204,0.0794356245595165,
101,Anak Dari Keluarga Miskin (Korban),2016,3205,0.0621413383936532,
101,Anak Dari Keluarga Miskin (Korban),2016,3206,0.0332704769497324,
101,Anak Dari Keluarga Miskin (Korban),2016,3207,0.0202614918334746,
101,Anak Dari Keluarga Miskin (Korban),2016,3208,0.0200358450373112,
101,Anak Dari Keluarga Miskin (Korban),2016,3209,0.0533689464282696,
101,Anak Dari Keluarga Miskin (Korban),2016,3210,0.0216481758891925,
101,Anak Dari Keluarga Miskin (Korban),2016,3211,0.0205606974971098,
101,Anak Dari Keluarga Miskin (Korban),2016,3212,0.0428450581860582,
101,Anak Dari Keluarga Miskin (Korban),2016,3213,0.0351402638377649,
101,Anak Dari Keluarga Miskin (Korban),2016,3214,0.0198569180623799,
101,Anak Dari Keluarga Miskin (Korban),2016,3215,0.0462426826322543,
101,Anak Dari Keluarga Miskin (Korban),2016,3216,0.0731781506306678,
101,Anak Dari Keluarga Miskin (Korban),2016,3217,0.0326114292587353,
101,Anak Dari Keluarga Miskin (Korban),2016,3218,0.0066799403974365,
101,Anak Dari Keluarga Miskin (Korban),2016,3271,0.0211968822968656,
101,Anak Dari Keluarga Miskin (Korban),2016,3272,0.0064960432287571,
101,Anak Dari Keluarga Miskin (Korban),2016,3273,0.0463500388172131,
101,Anak Dari Keluarga Miskin (Korban),2016,3274,0.0059244709477264,
101,Anak Dari Keluarga Miskin (Korban),2016,3275,0.0553500656562594,
101,Anak Dari Keluarga Miskin (Korban),2016,3276,0.0458212102024161,
101,Anak Dari Keluarga Miskin (Korban),2016,3277,0.0118042101517201,
101,Anak Dari Keluarga Miskin (Korban),2016,3278,0.0130189255037539,
101,Anak Dari Keluarga Miskin (Korban),2016,3279,0.004281324894607,
101,Anak Berkebutuhan Khusus (Korban),2016,3201,0.1257200568192549,
101,Anak Berkebutuhan Khusus (Korban),2016,3202,0.050751642400524,
101,Anak Berkebutuhan Khusus (Korban),2016,3203,0.0460080894873443,
101,Anak Berkebutuhan Khusus (Korban),2016,3204,0.0794356245595165,
101,Anak Berkebutuhan Khusus (Korban),2016,3205,0.0621413383936532,
101,Anak Berkebutuhan Khusus (Korban),2016,3206,0.0332704769497324,
101,Anak Berkebutuhan Khusus (Korban),2016,3207,0.0202614918334746,
101,Anak Berkebutuhan Khusus (Korban),2016,3208,0.0200358450373112,
101,Anak Berkebutuhan Khusus (Korban),2016,3209,0.0533689464282696,
101,Anak Berkebutuhan Khusus (Korban),2016,3210,0.0216481758891925,
101,Anak Berkebutuhan Khusus (Korban),2016,3211,0.0205606974971098,
101,Anak Berkebutuhan Khusus (Korban),2016,3212,0.0428450581860582,
101,Anak Berkebutuhan Khusus (Korban),2016,3213,0.0351402638377649,
101,Anak Berkebutuhan Khusus (Korban),2016,3214,0.0198569180623799,
101,Anak Berkebutuhan Khusus (Korban),2016,3215,0.0462426826322543,
101,Anak Berkebutuhan Khusus (Korban),2016,3216,0.0731781506306678,
101,Anak Berkebutuhan Khusus (Korban),2016,3217,0.0326114292587353,
101,Anak Berkebutuhan Khusus (Korban),2016,3218,0.0066799403974365,
101,Anak Berkebutuhan Khusus (Korban),2016,3271,0.0211968822968656,
101,Anak Berkebutuhan Khusus (Korban),2016,3272,0.0064960432287571,
101,Anak Berkebutuhan Khusus (Korban),2016,3273,0.0463500388172131,
101,Anak Berkebutuhan Khusus (Korban),2016,3274,0.0059244709477264,
101,Anak Berkebutuhan Khusus (Korban),2016,3275,0.0553500656562594,
101,Anak Berkebutuhan Khusus (Korban),2016,3276,0.0458212102024161,
101,Anak Berkebutuhan Khusus (Korban),2016,3277,0.0118042101517201,
101,Anak Berkebutuhan Khusus (Korban),2016,3278,0.0130189255037539,
101,Anak Berkebutuhan Khusus (Korban),2016,3279,0.004281324894607,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3201,0.5028802272770196,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3202,0.203006569602096,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3203,0.1840323579493772,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3204,0.317742498238066,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3205,0.2485653535746128,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3206,0.1330819077989296,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3207,0.0810459673338984,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3208,0.0801433801492448,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3209,0.2134757857130784,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3210,0.08659270355677,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3211,0.0822427899884392,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3212,0.1713802327442328,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3213,0.1405610553510596,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3214,0.0794276722495196,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3215,0.1849707305290172,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3216,0.2927126025226712,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3217,0.1304457170349412,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3218,0.026719761589746,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3271,0.0847875291874624,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3272,0.0259841729150284,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3273,0.1854001552688524,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3274,0.0236978837909056,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3275,0.2214002626250376,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3276,0.1832848408096644,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3277,0.0472168406068804,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3278,0.0520757020150156,
102,Anak Dalam Keadaan Darurat (Korban Konflik Sosial / Peperangan),2016,3279,0.017125299578428,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3201,2.891561306842863,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3202,1.167287775212052,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3203,1.0581860582089189,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3204,1.8270193648688795,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3205,1.4292507830540235,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3206,0.7652209698438451,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3207,0.4660143121699158,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3208,0.4608244358581576,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3209,1.227485767850201,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3210,0.4979080454514275,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3211,0.4728960424335254,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3212,0.9854363382793386,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3213,0.8082260682685927,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3214,0.4567091154347377,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3215,1.0635817005418489,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3216,1.6830974645053591,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3217,0.7500628729509119,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3218,0.1536386291410395,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3271,0.4875282928279087,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3272,0.1494089942614133,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3273,1.0660508927959014,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3274,0.1362628317977072,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3275,1.273051510093966,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3276,1.0538878346555702,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3277,0.2714968334895623,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3278,0.2994352865863397,
103,"Anak Korban Bencana (Darat, Laut, Udara)",2016,3279,0.098470472575961,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3201,6.034562727324236,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3202,2.4360788352251523,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3203,2.2083882953925262,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3204,3.812909978856792,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3205,2.9827842428953533,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3206,1.596982893587155,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3207,0.9725516080067808,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3208,0.9617205617909376,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3209,2.5617094285569406,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3210,1.03911244268124,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3211,0.9869134798612704,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3212,2.056562792930793,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3213,1.6867326642127152,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3214,0.9531320669942352,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3215,2.2196487663482065,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3216,3.512551230272054,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3217,1.5653486044192944,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3218,0.320637139076952,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3271,1.0174503502495489,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3272,0.3118100749803408,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3273,2.2248018632262285,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3274,0.2843746054908672,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3275,2.6568031515004518,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3276,2.199418089715973,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3277,0.5666020872825648,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3278,0.6249084241801872,
201,Anak Korban Perebutan Hak Kuasa Asuh,2016,3279,0.205503594941136,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3201,6.2860028409627455,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3202,2.5375821200262,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3203,2.3004044743672147,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3204,3.971781227975825,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3205,3.10706691968266,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3206,1.66352384748662,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3207,1.01307459167373,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3208,1.00179225186556,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3209,2.66844732141348,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3210,1.082408794459625,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3211,1.02803487485549,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3212,2.14225290930291,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3213,1.7570131918882448,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3214,0.992845903118995,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3215,2.312134131612715,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3216,3.65890753153339,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3217,1.6305714629367651,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3218,0.333997019871825,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3271,1.05984411484328,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3272,0.324802161437855,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3273,2.3175019408606548,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3274,0.29622354738632,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3275,2.76750328281297,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3276,2.291060510120805,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3277,0.590210507586005,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3278,0.650946275187695,
202,Anak Korban Pelarangan Akses Bertemu Orangtua,2016,3279,0.21406624473035,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3201,4.274481931854667,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3202,1.725555841617816,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3203,1.564275042569706,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3204,2.700811235023561,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3205,2.1128055053842085,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3206,1.1311962162909015,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3207,0.6888907223381364,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3208,0.6812187312685808,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3209,1.8145441785611665,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3210,0.736037980232545,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3211,0.6990637149017332,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3212,1.456731978325979,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3213,1.1947689704840063,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3214,0.6751352141209166,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3215,1.572251209496646,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3216,2.488057121442705,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3217,1.1087885947970002,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3218,0.227117973512841,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3271,0.7206939980934304,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3272,0.2208654697777414,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3273,1.5759013197852454,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3274,0.2014320122226976,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3275,1.88190223231282,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3276,1.5579211468821474,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3277,0.4013431451584834,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3278,0.4426434671276326,
203,Anak Korban Penelantaran Ekonomi (Hak Nafkah),2016,3279,0.145565046416638,
204,Anak Korban Diluar Pernikahan,2016,3201,0.0,
204,Anak Korban Diluar Pernikahan,2016,3202,0.0,
204,Anak Korban Diluar Pernikahan,2016,3203,0.0,
204,Anak Korban Diluar Pernikahan,2016,3204,0.0,
204,Anak Korban Diluar Pernikahan,2016,3205,0.0,
